sys_RespNum,sys_StartTime,sys_EndTime,sys_ElapsedTime,sys_SumPageTimes,sys_StartTimeStamp,sys_EndTimeStamp,sys_DataSource,sys_RespStatus,sys_DispositionCode,sys_LastQuestion,sys_UserJavaScript,sys_UserAgent,sys_OperatingSystem,sys_Browser,sys_IPAddress,sys_ScreenWidth,sys_CAPIDeviceID,sys_CBC_SunscreenCBC1_design,sys_CBC_SunscreenCBC1_design_info,SunscreenCBC1_Rating1_r1,SunscreenCBC1_Rating1_r2,SunscreenCBC1_Rating1_r3,SunscreenCBC1_Rating1_r4,SunscreenCBC1_Rating3_r1,SunscreenCBC1_Rating3_r2,SunscreenCBC1_Rating4_r1,SunscreenCBC1_Rating4_r2,SunscreenCBC1_Rating5_r1,SunscreenCBC1_Rating5_r2,SunscreenCBC1_Rating6_r1,SunscreenCBC1_Rating6_r2,SunscreenCBC1_Rating6_r3,SunscreenCBC1_Choice1,SunscreenCBC1_Choice2,SunscreenCBC1_Choice3,SunscreenCBC1_Choice4,SunscreenCBC1_Choice5,SunscreenCBC1_Choice6,SunscreenCBC1_Choice7,SunscreenCBC1_Choice8,SunscreenCBC1_Choice9,SunscreenCBC1_Choice10,SunscreenCBC1_Choice11,SunscreenCBC1_Choice12,SunscreenCBC1_Choice13,SunscreenCBC1_Choice14,SunscreenCBC1_Choice15,SunscreenCBC1_Choice16,Q7,Q8
11,04 Nov 2018 - 19:06:07 PST,04 Nov 2018 - 19:10:54 PST,0h 4m 47s,0h 4m 43s,1541387167,1541387454,1,5,,Q9,1,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.77 Safari/537.36",Windows 7,Chrome 70.0.3538.77,196.17.66.220,1280,,"[[1,4,1,1,2,1,1],[2,3,3,1,1,2,2],[3,4,1,2,2,2,3],[4,4,1,2,2,1,3],[5,2,2,1,1,1,1],[6,3,2,1,1,2,1],[7,1,2,2,1,2,1],[8,2,3,1,2,1,2],[9,2,1,2,2,2,3],[10,2,3,1,2,1,3],[11,3,3,2,1,1,3],[12,3,2,1,2,2,1],[13,2,2,2,1,2,1],[14,2,1,1,1,1,3],[15,1,2,1,2,1,2],[16,1,1,2,1,2,1],[17,3,2,2,2,1,2],[18,1,3,1,1,2,3],[19,1,1,2,1,1,1],[20,4,2,2,2,2,3],[21,2,3,1,2,2,2],[22,4,2,2,1,1,2],[23,2,3,2,2,2,2],[24,3,3,1,2,2,3],[25,4,1,2,2,2,1],[26,1,3,2,1,1,2],[27,1,2,1,2,1,3],[28,4,2,1,2,1,1],[29,2,3,2,1,1,3],[30,3,1,1,1,2,2],[31,4,1,1,1,2,3],[32,2,2,2,2,1,2],[33,3,3,2,2,2,2],[34,2,1,1,1,2,2],[35,4,2,2,2,1,1],[36,3,2,1,1,1,3],[37,4,2,1,1,2,2],[38,3,1,2,2,1,1],[39,1,3,2,1,1,3],[40,1,1,1,2,2,1],[41,4,2,1,1,2,3],[42,3,3,2,1,1,3],[43,3,1,1,2,1,1],[44,2,2,2,1,2,1],[45,1,3,2,2,2,2],[46,1,1,1,1,1,2],[47,4,1,2,1,1,2],[48,1,3,1,2,2,3]]","{""atts""=>[[1,4,0],[2,3,1],[3,2,0],[4,2,0],[5,2,0],[6,3,0]],""tasks""=>16,""concepts""=>3,""none""=>1}",2,2,3,3,3,2,3,2,3,3,2,3,2,2,3,2,2,3,3,1,2,3,2,2,3,2,3,2,2,3,2
13,04 Nov 2018 - 19:06:57 PST,04 Nov 2018 - 19:21:36 PST,0h 14m 39s,0h 2m 31s,1541387217,1541388096,1,5,,Q9,1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36",Windows 10.0,Chrome 69.0.3497.100,47.147.140.193,1600,,"[[1,3,3,2,1,2,2],[2,2,2,2,2,1,1],[3,3,3,1,1,2,3],[4,1,2,2,1,1,1],[5,1,1,2,2,2,1],[6,4,1,1,1,2,1],[7,2,3,2,2,2,2],[8,4,2,2,1,2,1],[9,3,1,1,2,1,2],[10,1,3,1,1,1,3],[11,4,1,1,2,2,2],[12,1,3,2,2,2,3],[13,3,1,1,1,1,3],[14,3,2,2,2,2,1],[15,2,3,2,1,1,2],[16,4,1,1,1,2,1],[17,2,2,1,1,1,2],[18,3,3,2,2,2,3],[19,4,1,2,1,1,2],[20,1,2,2,1,2,1],[21,3,3,1,2,1,3],[22,2,1,2,2,2,3],[23,3,1,2,1,1,1],[24,4,2,1,1,1,2],[25,2,2,1,2,1,1],[26,1,3,1,2,1,2],[27,4,2,2,1,2,3],[28,3,1,2,1,1,1],[29,1,2,1,2,2,2],[30,1,3,2,2,1,3],[31,2,1,2,2,1,3],[32,1,3,1,1,1,3],[33,1,2,1,1,2,2],[34,4,2,1,2,2,3],[35,2,3,2,1,1,2],[36,3,2,1,2,1,1],[37,4,1,2,2,1,3],[38,3,2,2,2,2,2],[39,2,1,1,1,2,1],[40,4,2,2,2,1,3],[41,3,3,1,1,2,2],[42,2,1,1,2,2,2],[43,1,1,1,2,1,1],[44,2,2,1,1,2,3],[45,1,3,2,2,2,2],[46,4,2,1,2,1,1],[47,1,1,2,1,1,2],[48,2,3,1,1,2,3]]","{""atts""=>[[1,4,0],[2,3,1],[3,2,0],[4,2,0],[5,2,0],[6,3,0]],""tasks""=>16,""concepts""=>3,""none""=>1}",2,4,3,4,1,3,1,3,4,3,1,2,2,2,4,1,4,2,4,4,4,2,2,3,4,2,4,3,1,2,2
14,04 Nov 2018 - 19:15:27 PST,04 Nov 2018 - 19:24:10 PST,0h 8m 43s,0h 8m 41s,1541387727,1541388250,1,5,,Q9,1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.77 Safari/537.36",Windows 10.0,Chrome 70.0.3538.77,47.144.192.17,1280,,"[[1,4,2,2,2,2,1],[2,4,2,1,1,1,3],[3,1,3,1,1,2,2],[4,4,1,1,2,2,1],[5,3,2,2,1,2,2],[6,3,3,2,2,1,3],[7,1,2,2,2,1,1],[8,4,1,2,2,1,3],[9,3,3,1,1,2,2],[10,2,1,2,1,1,1],[11,4,2,1,1,1,1],[12,3,1,1,2,2,1],[13,3,1,1,2,1,1],[14,4,2,2,2,2,2],[15,2,3,2,1,1,3],[16,2,3,1,1,1,3],[17,2,2,1,2,1,1],[18,1,1,2,1,2,2],[19,3,3,2,1,1,3],[20,4,2,1,2,1,2],[21,1,2,1,1,2,3],[22,1,1,2,1,1,1],[23,2,3,1,2,2,3],[24,2,2,2,2,2,2],[25,3,3,1,2,2,3],[26,1,3,1,1,1,2],[27,4,2,2,1,1,2],[28,3,3,2,2,1,2],[29,4,1,2,1,2,1],[30,4,1,1,1,2,3],[31,2,2,2,1,2,1],[32,1,2,1,2,1,3],[33,4,1,2,1,1,3],[34,1,1,2,2,2,1],[35,3,2,2,1,2,3],[36,2,3,1,1,1,2],[37,3,1,2,1,1,2],[38,2,3,2,2,2,3],[39,1,2,1,2,1,1],[40,3,2,1,2,1,1],[41,1,3,2,1,2,2],[42,1,1,1,2,2,3],[43,2,1,1,2,2,2],[44,2,3,2,2,1,2],[45,3,2,1,1,2,1],[46,1,3,2,2,2,3],[47,4,1,1,2,1,2],[48,2,1,1,1,2,1]]","{""atts""=>[[1,4,0],[2,3,1],[3,2,0],[4,2,0],[5,2,0],[6,3,0]],""tasks""=>16,""concepts""=>3,""none""=>1}",3,3,2,2,2,3,2,3,3,3,1,2,3,1,3,1,3,2,2,2,2,2,1,2,3,3,1,2,1,4,3
15,04 Nov 2018 - 19:16:02 PST,04 Nov 2018 - 19:18:54 PST,0h 2m 52s,0h 2m 49s,1541387762,1541387934,1,5,,Q9,1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.77 Safari/537.36",Windows 10.0,Chrome 70.0.3538.77,2600:8802:2401:8e00:7047:66fc:4606:1d32,1366,,"[[1,3,1,1,2,2,3],[2,2,2,2,2,1,3],[3,4,1,2,1,1,2],[4,2,3,2,1,2,3],[5,2,1,1,2,2,2],[6,3,3,1,2,1,3],[7,3,3,1,1,2,2],[8,4,2,2,1,1,3],[9,2,2,2,2,1,1],[10,2,1,1,2,1,1],[11,2,2,2,1,2,3],[12,1,2,1,1,1,2],[13,4,1,1,1,2,1],[14,3,3,2,2,1,2],[15,1,2,1,1,1,3],[16,1,3,1,2,1,3],[17,3,1,2,2,2,3],[18,3,3,1,1,2,2],[19,4,1,2,1,1,1],[20,1,2,2,1,2,1],[21,4,2,1,2,1,1],[22,4,2,1,2,2,1],[23,2,3,1,2,1,2],[24,3,1,2,1,2,3],[25,1,3,2,1,1,2],[26,4,1,1,2,1,3],[27,2,1,1,1,2,1],[28,1,1,1,1,1,2],[29,1,2,2,2,2,1],[30,1,3,2,2,2,3],[31,2,3,1,1,1,3],[32,1,1,2,2,2,2],[33,3,2,2,1,1,1],[34,2,3,2,1,2,3],[35,1,1,2,2,1,1],[36,4,2,1,1,1,2],[37,4,1,2,2,2,2],[38,2,2,1,1,2,1],[39,3,3,2,2,1,2],[40,4,1,2,1,1,3],[41,3,2,1,2,2,1],[42,2,3,2,2,2,2],[43,1,3,1,2,2,2],[44,3,1,2,1,1,1],[45,4,2,1,2,2,3],[46,3,1,1,1,2,1],[47,4,2,2,2,2,2],[48,1,3,1,1,1,3]]","{""atts""=>[[1,4,0],[2,3,1],[3,2,0],[4,2,0],[5,2,0],[6,3,0]],""tasks""=>16,""concepts""=>3,""none""=>1}",4,4,2,4,4,4,4,4,1,2,2,2,2,1,3,1,4,2,3,4,3,4,4,4,4,3,2,2,1,4,2
16,04 Nov 2018 - 19:16:16 PST,04 Nov 2018 - 19:18:51 PST,0h 2m 35s,0h 2m 33s,1541387776,1541387931,1,5,,Q9,1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36 OPR/56.0.3051.52",Windows 10.0,Opera 56.0.3051.52,107.185.165.139,2520,,"[[1,2,3,2,1,1,3],[2,3,3,1,1,2,3],[3,3,2,1,2,1,1],[4,4,2,1,1,2,1],[5,2,1,2,1,2,3],[6,3,3,2,2,1,2],[7,4,1,2,2,2,3],[8,2,2,1,2,1,1],[9,3,3,2,1,1,2],[10,1,1,1,1,2,2],[11,2,3,1,2,2,2],[12,4,2,2,1,1,1],[13,2,2,2,1,2,1],[14,4,1,1,2,1,2],[15,3,3,2,2,1,3],[16,3,2,2,2,1,2],[17,2,3,1,1,2,2],[18,3,1,1,2,2,3],[19,2,1,1,2,2,1],[20,1,2,2,1,1,3],[21,3,3,2,2,2,2],[22,2,1,1,2,1,2],[23,1,3,1,2,2,3],[24,4,2,2,1,2,3],[25,3,1,1,2,1,1],[26,4,2,1,1,1,3],[27,1,3,2,1,2,2],[28,4,2,2,2,2,2],[29,3,1,1,1,2,1],[30,1,2,1,2,1,3],[31,1,1,2,2,2,1],[32,2,1,2,1,1,2],[33,2,3,1,1,2,3],[34,1,2,2,2,2,2],[35,4,1,1,1,1,1],[36,3,2,1,1,1,3],[37,1,1,2,1,1,1],[38,4,1,2,2,2,1],[39,1,3,1,1,1,2],[40,2,2,2,2,1,1],[41,3,2,1,1,2,1],[42,4,1,2,2,2,3],[43,1,1,2,1,1,1],[44,1,2,1,2,2,2],[45,1,3,1,2,1,3],[46,2,3,2,2,1,3],[47,4,1,1,1,1,2],[48,3,3,2,1,2,2]]","{""atts""=>[[1,4,0],[2,3,1],[3,2,0],[4,2,0],[5,2,0],[6,3,0]],""tasks""=>16,""concepts""=>3,""none""=>1}",1,3,3,1,2,2,2,2,3,2,2,2,2,1,3,3,2,3,2,3,1,1,3,3,3,3,2,3,3,4,2
17,04 Nov 2018 - 19:23:25 PST,04 Nov 2018 - 19:27:49 PST,0h 4m 24s,0h 4m 20s,1541388205,1541388469,1,5,,Q9,1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.77 Safari/537.36",Windows 10.0,Chrome 70.0.3538.77,2602:306:ce27:d00:11af:e4be:77b2:5530,1920,,"[[1,1,3,1,2,1,2],[2,3,2,2,1,2,1],[3,1,2,2,2,2,3],[4,4,2,1,2,1,2],[5,2,3,2,1,2,3],[6,3,1,1,2,2,1],[7,1,3,2,1,2,3],[8,2,2,1,2,1,3],[9,3,1,2,2,2,2],[10,4,1,1,2,2,1],[11,1,3,2,1,2,2],[12,1,2,1,1,1,3],[13,4,2,2,1,2,2],[14,2,1,1,1,2,1],[15,3,3,1,2,1,3],[16,2,2,2,2,1,1],[17,4,1,1,1,2,2],[18,4,1,2,2,2,3],[19,2,2,2,2,2,1],[20,2,1,2,1,2,2],[21,3,3,1,2,1,3],[22,4,1,2,2,1,2],[23,3,3,2,1,1,2],[24,1,2,1,1,2,3],[25,3,1,2,1,1,1],[26,2,3,1,2,2,2],[27,4,1,1,1,1,3],[28,3,2,2,2,2,1],[29,1,1,2,2,1,1],[30,2,1,1,1,1,1],[31,3,1,2,2,1,3],[32,2,1,2,2,1,3],[33,1,2,1,1,2,1],[34,4,2,1,2,2,1],[35,2,3,2,1,1,3],[36,1,1,1,1,1,2],[37,1,1,2,1,1,1],[38,3,3,1,2,2,3],[39,3,2,1,1,1,2],[40,1,2,1,2,1,1],[41,4,2,2,1,1,3],[42,1,3,2,2,2,2],[43,4,2,2,1,1,1],[44,2,3,1,2,1,2],[45,2,3,1,1,2,3],[46,4,1,1,1,2,3],[47,1,3,2,2,2,2],[48,3,2,1,1,1,2]]","{""atts""=>[[1,4,0],[2,3,1],[3,2,0],[4,2,0],[5,2,0],[6,3,0]],""tasks""=>16,""concepts""=>3,""none""=>1}",3,3,3,2,2,2,2,3,2,2,2,2,3,3,2,1,3,3,1,1,3,2,1,2,1,2,3,2,2,4,2
18,04 Nov 2018 - 19:31:37 PST,04 Nov 2018 - 19:35:30 PST,0h 3m 53s,0h 3m 48s,1541388697,1541388930,1,5,,Q9,1,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.77 Safari/537.36",Windows 7,Chrome 70.0.3538.77,23.245.231.123,1024,,"[[1,3,3,1,1,2,3],[2,2,2,2,2,1,1],[3,4,1,1,2,2,2],[4,4,2,1,1,1,3],[5,3,1,1,2,2,1],[6,2,3,2,1,2,2],[7,4,2,1,1,1,2],[8,1,2,2,1,2,3],[9,2,1,2,2,1,3],[10,1,1,2,2,1,3],[11,3,3,2,2,2,3],[12,3,2,1,1,1,2],[13,4,2,2,2,2,2],[14,2,3,1,2,2,3],[15,3,1,2,1,1,1],[16,2,1,2,1,2,1],[17,3,3,1,2,1,2],[18,4,2,2,2,2,3],[19,1,1,1,2,1,1],[20,2,2,1,2,2,2],[21,2,1,2,1,2,2],[22,3,2,2,2,2,1],[23,3,3,1,2,1,3],[24,4,1,2,1,2,2],[25,3,1,1,1,1,3],[26,1,2,1,2,2,1],[27,4,1,2,1,1,1],[28,2,2,2,2,2,1],[29,2,2,1,1,1,2],[30,1,1,1,1,2,1],[31,4,1,1,2,1,1],[32,1,2,2,1,2,3],[33,1,3,2,1,1,2],[34,2,1,2,1,1,1],[35,4,2,2,2,1,3],[36,1,3,1,1,2,2],[37,1,3,2,2,1,2],[38,2,3,1,1,1,3],[39,4,1,1,2,2,3],[40,4,2,1,1,2,1],[41,2,3,1,2,1,2],[42,1,3,2,1,1,3],[43,1,1,1,1,2,2],[44,3,3,2,2,2,2],[45,1,2,1,2,1,1],[46,3,2,2,1,1,1],[47,2,3,1,1,2,3],[48,3,3,2,2,1,2]]","{""atts""=>[[1,4,0],[2,3,1],[3,2,0],[4,2,0],[5,2,0],[6,3,0]],""tasks""=>16,""concepts""=>3,""none""=>1}",3,2,1,2,3,2,3,3,3,4,3,2,3,3,2,3,3,3,2,3,1,3,2,3,1,3,3,3,3,2,3
19,04 Nov 2018 - 19:43:18 PST,04 Nov 2018 - 19:48:12 PST,0h 4m 54s,0h 4m 50s,1541389398,1541389692,1,5,,Q9,1,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.77 Safari/537.36",Mac OS X 10.10.5,Chrome 70.0.3538.77,2605:e000:ae92:b800:c514:72e2:1180:c378,1280,,"[[1,3,2,2,2,1,1],[2,4,1,1,2,2,3],[3,2,3,2,1,2,3],[4,3,3,2,1,1,3],[5,4,1,1,2,2,1],[6,2,3,1,2,1,3],[7,1,2,2,1,2,1],[8,1,2,1,2,1,3],[9,3,1,1,1,2,1],[10,3,1,2,1,1,2],[11,2,1,1,2,2,2],[12,4,2,2,1,2,1],[13,1,3,1,1,2,2],[14,1,1,2,1,1,1],[15,4,1,1,2,1,2],[16,4,2,1,1,1,3],[17,3,1,2,1,2,1],[18,1,3,2,2,1,2],[19,4,1,2,1,1,2],[20,1,3,1,2,2,3],[21,1,2,2,2,2,1],[22,4,2,1,2,1,1],[23,1,3,1,1,2,2],[24,2,1,2,2,1,3],[25,2,1,1,1,2,1],[26,3,3,2,2,2,3],[27,4,2,2,2,1,2],[28,1,1,1,2,2,3],[29,4,2,2,2,2,3],[30,2,3,1,1,1,2],[31,2,2,1,1,1,1],[32,3,3,2,2,1,2],[33,3,2,1,1,2,3],[34,2,2,2,1,2,2],[35,4,1,2,1,2,3],[36,3,2,1,2,1,1],[37,2,1,1,1,1,1],[38,4,2,1,1,2,2],[39,2,3,2,2,1,3],[40,1,1,2,1,1,3],[41,2,2,2,2,2,2],[42,3,3,1,2,2,2],[43,4,1,2,2,2,1],[44,3,2,1,1,1,2],[45,3,3,1,1,1,3],[46,2,3,2,2,2,2],[47,1,1,1,2,1,1],[48,1,3,2,1,1,3]]","{""atts""=>[[1,4,0],[2,3,1],[3,2,0],[4,2,0],[5,2,0],[6,3,0]],""tasks""=>16,""concepts""=>3,""none""=>1}",3,3,3,3,2,3,2,3,1,3,3,2,2,3,4,1,2,4,2,3,4,2,2,4,1,4,2,1,1,3,2
20,04 Nov 2018 - 19:43:39 PST,04 Nov 2018 - 19:45:59 PST,0h 2m 20s,0h 2m 18s,1541389419,1541389559,1,5,,Q9,1,Mozilla/5.0 (Windows NT 6.1; Win64; x64; rv:63.0) Gecko/20100101 Firefox/63.0,Windows 7,Firefox 63.0,103.251.217.250,1920,,"[[1,3,1,2,1,2,1],[2,2,3,1,2,2,2],[3,4,2,2,2,1,3],[4,4,2,1,1,2,2],[5,1,1,2,1,2,1],[6,3,3,1,2,1,3],[7,3,3,1,2,2,3],[8,2,3,2,1,1,2],[9,1,2,1,1,1,1],[10,2,2,1,1,2,1],[11,4,1,2,2,1,2],[12,3,3,2,2,2,3],[13,1,2,2,2,1,2],[14,1,3,1,1,2,2],[15,2,1,2,2,1,1],[16,1,1,1,2,1,1],[17,3,2,2,1,1,3],[18,3,1,1,2,2,2],[19,4,2,1,1,2,3],[20,2,1,1,2,1,3],[21,3,1,2,1,1,2],[22,4,1,2,2,2,1],[23,1,3,1,2,1,2],[24,4,2,2,1,2,3],[25,2,3,1,1,1,3],[26,4,2,2,1,2,2],[27,2,2,2,2,1,1],[28,4,1,1,2,1,1],[29,1,2,2,2,2,3],[30,1,3,2,1,1,2],[31,1,3,2,1,1,3],[32,4,2,1,2,1,2],[33,2,2,1,1,2,2],[34,3,2,1,2,1,1],[35,4,1,1,1,1,3],[36,2,3,2,2,2,2],[37,3,1,1,1,2,2],[38,2,3,2,2,2,3],[39,4,2,2,1,1,1],[40,3,2,2,2,2,1],[41,1,1,1,1,2,3],[42,3,3,2,1,1,2],[43,4,2,1,2,2,1],[44,2,1,2,1,2,1],[45,3,1,1,1,1,1],[46,2,3,1,1,1,3],[47,1,3,1,2,2,2],[48,1,1,2,2,2,3]]","{""atts""=>[[1,4,0],[2,3,1],[3,2,0],[4,2,0],[5,2,0],[6,3,0]],""tasks""=>16,""concepts""=>3,""none""=>1}",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,2,1
21,04 Nov 2018 - 19:46:08 PST,04 Nov 2018 - 19:47:58 PST,0h 1m 50s,0h 1m 48s,1541389568,1541389678,1,5,,Q9,1,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.77 Safari/537.36",Windows 7,Chrome 70.0.3538.77,103.251.217.250,1920,,"[[1,4,2,1,2,1,1],[2,1,3,1,1,1,3],[3,1,3,2,2,2,2],[4,3,1,2,1,1,1],[5,1,3,1,2,1,2],[6,2,3,1,1,2,2],[7,4,1,1,2,2,3],[8,2,2,1,1,1,1],[9,3,3,2,1,2,2],[10,1,1,1,2,2,1],[11,4,1,1,1,1,2],[12,1,2,2,1,2,1],[13,2,3,1,2,1,3],[14,2,2,2,1,1,1],[15,1,1,2,2,2,2],[16,3,2,1,2,2,1],[17,2,1,2,2,1,3],[18,4,1,2,1,1,3],[19,1,1,1,1,2,1],[20,3,3,2,2,1,3],[21,2,2,2,1,2,2],[22,3,1,1,1,2,3],[23,4,1,1,2,2,1],[24,1,2,2,1,1,2],[25,1,3,1,1,1,3],[26,4,2,2,1,2,1],[27,2,1,2,2,2,1],[28,1,2,1,2,1,1],[29,4,2,1,1,2,3],[30,4,1,2,2,2,2],[31,2,3,1,2,2,3],[32,3,3,2,1,1,2],[33,4,2,2,2,2,2],[34,4,2,2,2,1,2],[35,1,3,2,1,2,3],[36,2,1,1,1,2,2],[37,4,1,2,1,1,1],[38,3,3,1,2,1,2],[39,3,2,2,2,2,3],[40,2,1,2,2,1,1],[41,4,2,1,1,1,3],[42,3,3,1,1,2,2],[43,3,1,2,2,1,1],[44,2,3,2,1,2,3],[45,2,2,1,2,1,2],[46,3,1,1,1,1,2],[47,1,3,2,2,1,3],[48,3,2,1,2,2,3]]","{""atts""=>[[1,4,0],[2,3,1],[3,2,0],[4,2,0],[5,2,0],[6,3,0]],""tasks""=>16,""concepts""=>3,""none""=>1}",2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,3,2,3,2,2,2,2,2,2,2,2,2,2,2,2
22,04 Nov 2018 - 19:50:01 PST,04 Nov 2018 - 19:54:10 PST,0h 4m 9s,0h 5m 23s,1541389801,1541390050,1,5,,Q9,1,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.77 Safari/537.36",Windows 7,Chrome 70.0.3538.77,196.18.226.180,1366,,"[[1,1,2,2,1,1,1],[2,3,3,1,2,1,2],[3,3,1,1,2,2,2],[4,1,2,1,1,1,1],[5,4,1,2,2,1,3],[6,4,2,2,1,2,2],[7,2,2,1,2,1,1],[8,4,2,2,1,1,3],[9,3,3,1,1,2,2],[10,4,1,1,2,2,2],[11,3,3,2,1,2,2],[12,2,3,2,1,1,3],[13,4,1,1,1,2,3],[14,3,2,2,2,1,1],[15,1,3,1,1,1,2],[16,4,1,2,2,2,2],[17,2,2,1,2,2,1],[18,3,3,1,1,1,3],[19,1,3,1,2,1,2],[20,1,2,2,1,2,2],[21,4,1,2,1,1,3],[22,3,1,1,2,1,1],[23,1,1,1,1,2,3],[24,3,2,2,1,1,1],[25,3,2,2,1,2,3],[26,1,1,2,2,2,1],[27,2,3,1,1,1,2],[28,4,2,1,2,1,2],[29,3,3,2,2,2,3],[30,2,1,2,1,2,1],[31,3,1,1,1,1,1],[32,2,3,2,2,2,3],[33,4,1,1,1,1,3],[34,1,1,2,2,1,1],[35,2,2,1,2,2,3],[36,1,3,2,1,2,2],[37,1,3,1,1,2,3],[38,1,3,2,2,1,3],[39,2,1,2,2,1,2],[40,1,1,2,2,2,1],[41,2,3,2,2,1,2],[42,4,2,1,1,2,1],[43,4,2,1,2,2,1],[44,2,3,1,2,2,3],[45,2,1,2,1,1,2],[46,2,1,1,1,2,1],[47,3,2,1,2,1,3],[48,4,2,2,2,2,2]]","{""atts""=>[[1,4,0],[2,3,1],[3,2,0],[4,2,0],[5,2,0],[6,3,0]],""tasks""=>16,""concepts""=>3,""none""=>1}",3,3,2,3,3,1,2,3,1,2,2,3,2,3,1,3,2,1,3,2,1,3,2,3,1,2,3,2,1,2,3
23,04 Nov 2018 - 20:04:33 PST,04 Nov 2018 - 20:09:07 PST,0h 4m 34s,0h 1m 38s,1541390673,1541390947,1,5,,Q9,1,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.77 Safari/537.36",Windows 7,Chrome 70.0.3538.77,2601:643:200:a5e3:a8c4:3933:c880:77ef,1600,,"[[1,3,3,1,1,2,3],[2,4,2,1,2,1,2],[3,2,1,2,2,1,1],[4,4,1,1,1,2,1],[5,3,3,2,1,1,2],[6,1,2,1,2,1,3],[7,1,1,2,1,2,3],[8,1,3,1,2,1,2],[9,4,2,1,1,1,1],[10,1,3,1,1,1,3],[11,3,1,2,1,2,1],[12,4,1,1,2,2,2],[13,3,1,1,2,1,1],[14,3,1,2,2,1,3],[15,1,3,2,1,2,2],[16,1,2,1,2,2,1],[17,2,2,2,1,1,3],[18,2,3,1,1,2,3],[19,4,2,2,1,1,2],[20,2,2,1,1,2,2],[21,2,3,2,2,1,3],[22,3,1,2,2,1,1],[23,2,3,1,2,2,2],[24,4,2,2,1,2,3],[25,3,2,1,2,2,3],[26,2,3,2,2,1,2],[27,1,3,2,1,2,3],[28,4,1,1,1,1,2],[29,1,2,2,2,2,1],[30,3,3,2,2,2,2],[31,1,1,1,1,1,1],[32,4,1,2,2,2,3],[33,3,2,1,1,1,2],[34,1,1,1,2,1,2],[35,2,2,1,1,1,1],[36,2,3,2,1,2,2],[37,2,2,1,2,2,1],[38,2,3,2,2,1,3],[39,1,1,2,1,2,2],[40,4,1,2,1,1,1],[41,3,3,1,2,2,3],[42,3,2,2,2,2,2],[43,1,1,2,2,1,3],[44,4,2,2,2,2,1],[45,3,3,1,1,1,3],[46,2,1,1,1,2,1],[47,3,2,2,1,1,1],[48,4,1,1,2,2,3]]","{""atts""=>[[1,4,0],[2,3,1],[3,2,0],[4,2,0],[5,2,0],[6,3,0]],""tasks""=>16,""concepts""=>3,""none""=>1}",2,2,3,4,1,3,2,3,1,3,3,2,3,1,4,4,4,3,4,4,3,3,3,4,3,4,3,2,4,3,2
